sample	platform	tool	name	reads_in	reads_removed	reads_removed_percent	reads_retained_percent
GCA_016889065.1	illumina	hostile	Butyricimonas virosa strain FDAARGOS_1229 chromosome, complete genome	320876	0	0.0	100.0
GCA_016889085.1	illumina	hostile	Escherichia coli strain FDAARGOS_1256 chromosome, complete genome	346170	0	0.0	100.0
GCA_016889105.1	illumina	hostile	Escherichia coli strain FDAARGOS_1254 chromosome, complete genome	326142	0	0.0	100.0
GCA_016889125.1	illumina	hostile	Escherichia coli strain FDAARGOS_1249 chromosome, complete genome	348824	0	0.0	100.0
GCA_016889145.1	illumina	hostile	Staphylococcus aureus strain FDAARGOS_1246 chromosome, complete genome	192792	0	0.0	100.0
GCA_016889165.1	illumina	hostile	Staphylococcus epidermidis strain FDAARGOS_1243 chromosome, complete genome	168996	0	0.0	100.0
GCA_016889185.1	illumina	hostile	Escherichia coli strain FDAARGOS_1257 chromosome, complete genome	354122	0	0.0	100.0
GCA_016889205.1	illumina	hostile	Burkholderia dolosa strain FDAARGOS_1272 chromosome 1, complete sequence	427274	6	0.001404251136273211	99.99859574886372
GCA_016889225.1	illumina	hostile	Corynebacterium glucuronolyticum strain FDAARGOS_1190 chromosome, complete genome	188214	0	0.0	100.0
GCA_016889245.1	illumina	hostile	Mammaliicoccus vitulinus strain FDAARGOS_1207 chromosome, complete genome	176858	0	0.0	100.0
GCA_016889265.1	illumina	hostile	Escherichia coli strain FDAARGOS_1264 chromosome, complete genome	336128	0	0.0	100.0
GCA_016889285.1	illumina	hostile	Kytococcus sedentarius strain FDAARGOS_1200 chromosome, complete genome	163250	0	0.0	100.0
GCA_016889305.1	illumina	hostile	Acinetobacter pittii strain FDAARGOS_1217 chromosome, complete genome	263804	0	0.0	100.0
GCA_016889325.1	illumina	hostile	Escherichia coli strain FDAARGOS_1258 chromosome, complete genome	348734	0	0.0	100.0
GCA_016889345.1	illumina	hostile	Acinetobacter pittii strain FDAARGOS_1215 chromosome, complete genome	259280	0	0.0	100.0
GCA_016889365.1	illumina	hostile	Corynebacterium kroppenstedtii strain FDAARGOS_1192 chromosome, complete genome	163120	0	0.0	100.0
GCA_016889385.1	illumina	hostile	Haemophilus parahaemolyticus strain FDAARGOS_1199 chromosome, complete genome	139564	0	0.0	100.0
GCA_016889405.1	illumina	hostile	Corynebacterium kroppenstedtii strain FDAARGOS_1194 chromosome, complete genome	167458	0	0.0	100.0
GCA_016889425.1	illumina	hostile	Corynebacterium amycolatum strain FDAARGOS_1189 chromosome, complete genome	164996	0	0.0	100.0
GCA_016889445.1	illumina	hostile	Corynebacterium striatum strain FDAARGOS_1197 chromosome, complete genome	200318	0	0.0	100.0
GCA_016889465.1	illumina	hostile	Corynebacterium macginleyi strain FDAARGOS_1195 chromosome, complete genome	166236	0	0.0	100.0
GCA_016889605.1	illumina	hostile	Escherichia coli strain FDAARGOS_1268 chromosome, complete genome	333912	0	0.0	100.0
GCA_016889625.1	illumina	hostile	Escherichia coli strain FDAARGOS_1262 chromosome, complete genome	348356	0	0.0	100.0
GCA_016889645.1	illumina	hostile	Salmonella enterica strain FDAARGOS_1271 chromosome, complete genome	320272	0	0.0	100.0
GCA_016889665.1	illumina	hostile	Enterocloster bolteae strain FDAARGOS_1231 chromosome, complete genome	440932	0	0.0	100.0
GCA_016889685.1	illumina	hostile	Escherichia coli strain FDAARGOS_1267 chromosome, complete genome	362318	0	0.0	100.0
GCA_016889705.1	illumina	hostile	Amycolatopsis sp. FDAARGOS 1241 strain FDAARGOS_1241 chromosome, complete genome	653208	0	0.0	100.0
GCA_016889725.1	illumina	hostile	Escherichia coli strain FDAARGOS_1252 chromosome, complete genome	362544	0	0.0	100.0
GCA_016889745.1	illumina	hostile	Bacteroides caccae strain FDAARGOS_1219 chromosome, complete genome	304730	0	0.0	100.0
GCA_016889765.1	illumina	hostile	Corynebacterium minutissimum strain FDAARGOS_1196 chromosome, complete genome	181688	0	0.0	100.0
GCA_016889785.1	illumina	hostile	Corynebacterium glucuronolyticum strain FDAARGOS_1191 chromosome, complete genome	192446	0	0.0	100.0
GCA_016889805.1	illumina	hostile	Rhodanobacter sp. FDAARGOS 1247 strain FDAARGOS_1247 chromosome, complete genome	261508	0	0.0	100.0
GCA_016889825.1	illumina	hostile	Acinetobacter pittii strain FDAARGOS_1214 chromosome, complete genome	273260	0	0.0	100.0
GCA_016889845.1	illumina	hostile	Escherichia coli strain FDAARGOS_1248 chromosome, complete genome	337768	0	0.0	100.0
GCA_016889865.1	illumina	hostile	Escherichia coli strain FDAARGOS_1253 chromosome, complete genome	313026	0	0.0	100.0
GCA_016889885.1	illumina	hostile	Streptococcus constellatus strain FDAARGOS_1208 chromosome, complete genome	131912	0	0.0	100.0
GCA_016889905.1	illumina	hostile	Escherichia coli strain FDAARGOS_1259 chromosome, complete genome	348288	0	0.0	100.0
GCA_016889925.1	illumina	hostile	Bacteroides fragilis strain FDAARGOS_1225 chromosome, complete genome	349930	0	0.0	100.0
GCA_016889945.1	illumina	hostile	Staphylococcus aureus strain FDAARGOS_1245 chromosome, complete genome	192584	0	0.0	100.0
GCA_016889965.1	illumina	hostile	Staphylococcus condimenti strain FDAARGOS_1205 chromosome, complete genome	180552	0	0.0	100.0
GCA_016889985.1	illumina	hostile	Corynebacterium sp. FDAARGOS 1242 strain FDAARGOS_1242 chromosome, complete genome	185000	0	0.0	100.0
GCA_016890005.1	illumina	hostile	Escherichia coli strain FDAARGOS_1250 chromosome, complete genome	337234	0	0.0	100.0
GCA_016890025.1	illumina	hostile	Staphylococcus carnosus strain FDAARGOS_1204 chromosome, complete genome	176972	0	0.0	100.0
GCA_016890045.1	illumina	hostile	Escherichia coli strain FDAARGOS_1265 chromosome, complete genome	361686	0	0.0	100.0
GCA_016890065.1	illumina	hostile	Acinetobacter pittii strain FDAARGOS_1216 chromosome, complete genome	261924	0	0.0	100.0
GCA_016890085.1	illumina	hostile	Chromobacterium violaceum strain FDAARGOS_1273 chromosome, complete genome	320536	0	0.0	100.0
GCA_016890105.1	illumina	hostile	Escherichia coli strain FDAARGOS_1266 chromosome, complete genome	347734	0	0.0	100.0
GCA_016903095.1	illumina	hostile	Bordetella pertussis strain FDAARGOS_1368 chromosome, complete genome	273672	0	0.0	100.0
GCA_016903115.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1327 chromosome, complete genome	366464	0	0.0	100.0
GCA_016903135.1	illumina	hostile	Acinetobacter baumannii strain FDAARGOS_1360 chromosome, complete genome	271340	0	0.0	100.0
GCA_016903155.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1326 chromosome, complete genome	368106	0	0.0	100.0
GCA_016903175.1	illumina	hostile	Bordetella pertussis strain FDAARGOS_1369 chromosome, complete genome	273602	0	0.0	100.0
GCA_016903195.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1305 chromosome, complete genome	384390	0	0.0	100.0
GCA_016903215.1	illumina	hostile	Acinetobacter baumannii strain FDAARGOS_1359 chromosome, complete genome	259886	0	0.0	100.0
GCA_016903235.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1324 chromosome, complete genome	376682	0	0.0	100.0
GCA_016903255.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1311 chromosome, complete genome	370730	0	0.0	100.0
GCA_016903275.1	illumina	hostile	Escherichia coli strain FDAARGOS_1282 chromosome, complete genome	352200	2	0.0005678591709256105	99.99943214082907
GCA_016903295.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1323 chromosome, complete genome	366060	0	0.0	100.0
GCA_016903315.1	illumina	hostile	Escherichia coli strain FDAARGOS_1289 chromosome, complete genome	368416	0	0.0	100.0
GCA_016903335.1	illumina	hostile	Escherichia coli strain FDAARGOS_1295 chromosome, complete genome	342824	0	0.0	100.0
GCA_016903355.1	illumina	hostile	Streptococcus anginosus strain FDAARGOS_1357 chromosome, complete genome	132094	0	0.0	100.0
GCA_016903375.1	illumina	hostile	Escherichia coli strain FDAARGOS_1286 chromosome, complete genome	344596	0	0.0	100.0
GCA_016903395.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1313 chromosome, complete genome	385540	0	0.0	100.0
GCA_016903415.1	illumina	hostile	Klebsiella oxytoca strain FDAARGOS_1334 chromosome, complete genome	415644	0	0.0	100.0
GCA_016903435.1	illumina	hostile	Escherichia coli strain FDAARGOS_1302 chromosome, complete genome	342060	0	0.0	100.0
GCA_016903455.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1318 chromosome, complete genome	346980	0	0.0	100.0
GCA_016903475.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1315 chromosome, complete genome	368824	0	0.0	100.0
GCA_016903495.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1312 chromosome, complete genome	371120	0	0.0	100.0
GCA_016903515.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1330 chromosome, complete genome	365880	0	0.0	100.0
GCA_016903535.1	illumina	hostile	Escherichia coli strain FDAARGOS_1373 chromosome, complete genome	321672	0	0.0	100.0
GCA_016903555.1	illumina	hostile	Staphylococcus epidermidis strain FDAARGOS_1363 chromosome, complete genome	167308	0	0.0	100.0
GCA_016903575.1	illumina	hostile	Staphylococcus epidermidis strain FDAARGOS_1364 chromosome, complete genome	163244	0	0.0	100.0
GCA_016903595.1	illumina	hostile	Escherichia coli strain FDAARGOS_1279 chromosome, complete genome	356446	6	0.0016832844245692196	99.99831671557543
GCA_016903615.1	illumina	hostile	Escherichia coli strain FDAARGOS_1304 chromosome, complete genome	351638	0	0.0	100.0
GCA_016903715.1	illumina	hostile	Klebsiella oxytoca strain FDAARGOS_1332 chromosome, complete genome	403376	0	0.0	100.0
GCA_016903735.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1325 chromosome, complete genome	366224	0	0.0	100.0
GCA_016903755.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1317 chromosome, complete genome	351878	0	0.0	100.0
GCA_016903775.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1307 chromosome, complete genome	378308	0	0.0	100.0
GCA_016903795.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1308 chromosome, complete genome	370052	0	0.0	100.0
GCA_016903815.1	illumina	hostile	Escherichia coli strain FDAARGOS_1280 chromosome, complete genome	366450	0	0.0	100.0
GCA_016903835.1	illumina	hostile	Escherichia coli strain FDAARGOS_1299 chromosome, complete genome	344708	0	0.0	100.0
GCA_016903855.1	illumina	hostile	Escherichia coli strain FDAARGOS_1291 chromosome, complete genome	348814	0	0.0	100.0
GCA_016903875.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1329 chromosome, complete genome	370504	0	0.0	100.0
GCA_016903895.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1321 chromosome, complete genome	362858	0	0.0	100.0
GCA_016903915.1	illumina	hostile	Escherichia coli strain FDAARGOS_1300 chromosome, complete genome	363838	0	0.0	100.0
GCA_016903935.1	illumina	hostile	Escherichia coli strain FDAARGOS_1288 chromosome, complete genome	378792	0	0.0	100.0
GCA_016903955.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1309 chromosome, complete genome	373694	0	0.0	100.0
GCA_016903975.1	illumina	hostile	Klebsiella oxytoca strain FDAARGOS_1333 chromosome, complete genome	404192	0	0.0	100.0
GCA_016903995.1	illumina	hostile	Escherichia coli strain FDAARGOS_1337 chromosome, complete genome	331158	0	0.0	100.0
GCA_016904015.1	illumina	hostile	Ruminococcus] gnavus strain FDAARGOS_1342 chromosome, complete genome	213130	0	0.0	100.0
GCA_016904035.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1322 chromosome, complete genome	363140	0	0.0	100.0
GCA_016904055.1	illumina	hostile	Escherichia coli strain FDAARGOS_1293 chromosome, complete genome	342718	0	0.0	100.0
GCA_016904075.1	illumina	hostile	Escherichia coli strain FDAARGOS_1303 chromosome, complete genome	352828	0	0.0	100.0
GCA_016904095.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1319 chromosome, complete genome	368102	0	0.0	100.0
GCA_016904115.1	illumina	hostile	Escherichia coli strain FDAARGOS_1290 chromosome, complete genome	347130	0	0.0	100.0
GCA_016904135.1	illumina	hostile	Staphylococcus epidermidis strain FDAARGOS_1361 chromosome, complete genome	168278	0	0.0	100.0
GCA_016904155.1	illumina	hostile	Coprococcus comes strain FDAARGOS_1339 chromosome, complete genome	224872	0	0.0	100.0
GCA_016904175.1	illumina	hostile	Escherichia coli strain FDAARGOS_1372 chromosome, complete genome	321568	0	0.0	100.0
GCA_016904195.1	illumina	hostile	Escherichia coli strain FDAARGOS_1296 chromosome, complete genome	333376	0	0.0	100.0
GCA_016904215.1	illumina	hostile	Bordetella pertussis strain FDAARGOS_1367 chromosome, complete genome	273706	2	0.00073071105492755	99.99926928894507
GCA_016904235.1	illumina	hostile	Escherichia coli strain FDAARGOS_1287 chromosome, complete genome	369658	0	0.0	100.0
GCA_016904255.1	illumina	hostile	Escherichia coli strain FDAARGOS_1371 chromosome, complete genome	342696	2	0.0005836076289189253	99.99941639237107
GCA_016904275.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1328 chromosome, complete genome	383876	0	0.0	100.0
GCA_016904295.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1306 chromosome, complete genome	370864	0	0.0	100.0
GCA_016904315.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1316 chromosome, complete genome	365988	4	0.0010929320086997386	99.9989070679913
GCA_016904335.1	illumina	hostile	Escherichia coli strain FDAARGOS_1370 chromosome, complete genome	356214	4	0.0011229204916145914	99.99887707950839
GCA_016904355.1	illumina	hostile	Bordetella pertussis strain FDAARGOS_1365 chromosome, complete genome	273672	2	0.0007308018357742114	99.99926919816423
GCA_016904375.1	illumina	hostile	Bordetella pertussis strain FDAARGOS_1366 chromosome, complete genome	273696	0	0.0	100.0
GCA_016904395.1	illumina	hostile	Escherichia coli strain FDAARGOS_1277 chromosome, complete genome	316756	0	0.0	100.0
GCA_016904415.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1314 chromosome, complete genome	380180	0	0.0	100.0
GCA_016904435.1	illumina	hostile	Escherichia coli strain FDAARGOS_1301 chromosome, complete genome	347014	0	0.0	100.0
GCA_016904455.1	illumina	hostile	Escherichia coli strain FDAARGOS_1298 chromosome, complete genome	357678	0	0.0	100.0
GCA_016904475.1	illumina	hostile	Escherichia coli strain FDAARGOS_1292 chromosome, complete genome	341372	0	0.0	100.0
GCA_016904495.1	illumina	hostile	Escherichia coli strain FDAARGOS_1281 chromosome, complete genome	372684	0	0.0	100.0
GCA_016904515.1	illumina	hostile	Klebsiella oxytoca strain FDAARGOS_1331 chromosome, complete genome	400534	0	0.0	100.0
GCA_016904535.1	illumina	hostile	Escherichia coli strain FDAARGOS_1297 chromosome, complete genome	345586	0	0.0	100.0
GCA_016904555.1	illumina	hostile	Escherichia coli strain FDAARGOS_1285 chromosome, complete genome	345962	0	0.0	100.0
GCA_016904575.1	illumina	hostile	Escherichia coli strain FDAARGOS_1276 chromosome, complete genome	338828	0	0.0	100.0
GCA_016904595.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1310 chromosome, complete genome	372866	0	0.0	100.0
GCA_016904615.1	illumina	hostile	Escherichia coli strain FDAARGOS_1283 chromosome, complete genome	347664	0	0.0	100.0
GCA_016904635.1	illumina	hostile	Klebsiella pneumoniae strain FDAARGOS_1320 chromosome, complete genome	351422	0	0.0	100.0
GCA_016904655.1	illumina	hostile	Escherichia coli strain FDAARGOS_1284 chromosome, complete genome	337852	0	0.0	100.0
GCA_016906185.1	illumina	hostile	Streptomyces californicus strain FDAARGOS_1209 chromosome	535448	0	0.0	100.0
GCA_016906205.1	illumina	hostile	Streptomyces californicus strain FDAARGOS_1212 chromosome	538842	0	0.0	100.0
GCA_016906225.1	illumina	hostile	Streptomyces californicus strain FDAARGOS_1211 chromosome	536880	0	0.0	100.0
GCA_016906245.1	illumina	hostile	Streptomyces californicus strain FDAARGOS_1213 chromosome	538938	0	0.0	100.0
GCA_016906265.1	illumina	hostile	Streptomyces californicus strain FDAARGOS_1210 chromosome	548102	0	0.0	100.0
GCA_016939455.1	illumina	hostile	Leuconostoc falkenbergense strain FDAARGOS_1201 chromosome, complete genome	126594	0	0.0	100.0
GCA_016939475.1	illumina	hostile	Acinetobacter calcoaceticus strain FDAARGOS_1218 chromosome, complete genome	261016	0	0.0	100.0
GCA_019046905.1	illumina	hostile	Enterobacter bugandensis strain FDAARGOS 1427 chromosome, complete genome	335846	0	0.0	100.0
GCA_019046925.1	illumina	hostile	Aeromonas sp. FDAARGOS 1402 chromosome, complete genome	328168	0	0.0	100.0
GCA_019046945.1	illumina	hostile	Streptococcus gordonii strain FDAARGOS 1454 chromosome, complete genome	145842	0	0.0	100.0
GCA_019046965.1	illumina	hostile	Acinetobacter pittii strain FDAARGOS 1398 chromosome, complete genome	255868	0	0.0	100.0
GCA_019046985.1	illumina	hostile	Aeromonas sp. FDAARGOS 1417 chromosome, complete genome	319550	0	0.0	100.0
GCA_019047005.1	illumina	hostile	Enterobacter ludwigii strain FDAARGOS 1436 chromosome, complete genome	329562	0	0.0	100.0
GCA_019047025.1	illumina	hostile	Enterobacter roggenkampii strain FDAARGOS 1430 chromosome, complete genome	327818	0	0.0	100.0
GCA_019047045.1	illumina	hostile	Aeromonas sp. FDAARGOS 1419 chromosome, complete genome	305918	0	0.0	100.0
GCA_019047065.1	illumina	hostile	Aeromonas sp. FDAARGOS 1414 chromosome, complete genome	299588	0	0.0	100.0
GCA_019047085.1	illumina	hostile	Aeromonas sp. FDAARGOS 1404 chromosome, complete genome	315912	0	0.0	100.0
GCA_019047105.1	illumina	hostile	Enterobacter cloacae strain FDAARGOS 1431 chromosome, complete genome	373508	0	0.0	100.0
GCA_019047125.1	illumina	hostile	Aeromonas sp. FDAARGOS 1411 chromosome, complete genome	302630	0	0.0	100.0
GCA_019047145.1	illumina	hostile	Escherichia coli strain FDAARGOS_1379 chromosome, complete genome	335034	0	0.0	100.0
GCA_019047165.1	illumina	hostile	Escherichia coli strain FDAARGOS_1384 chromosome, complete genome	347978	0	0.0	100.0
GCA_019047185.1	illumina	hostile	Acinetobacter pittii strain FDAARGOS 1397 chromosome, complete genome	278826	0	0.0	100.0
GCA_019047205.1	illumina	hostile	Acinetobacter pittii strain FDAARGOS 1399 chromosome, complete genome	265342	0	0.0	100.0
GCA_019047325.1	illumina	hostile	Aeromonas sp. FDAARGOS 1403 chromosome, complete genome	321318	0	0.0	100.0
GCA_019047465.1	illumina	hostile	Lelliottia amnigena strain FDAARGOS 1444 chromosome, complete genome	300368	0	0.0	100.0
